date_range,raw_metar
2008-06-14,200806270000 METAR VABB NIL=
2008-06-14,200806262340 METAR VABB 262340Z 20003KT 3000 HZ SCT015 BKN100 28/25 Q1003 NOSIG=
2008-06-14,200806262330 METAR VABB NIL=
2008-06-14,200806262240 METAR VABB 262240Z 21004KT 3000 HZ SCT015 BKN100 28/25 Q1003 NOSIG=
2008-06-14,200806262230 METAR VABB NIL=
2008-06-14,200806262200 METAR VABB NIL=
2008-06-14,200806262140 METAR VABB 262140Z 22005KT 3000 HZ SCT015 BKN100 28/25 Q1003 NOSIG=
2008-06-14,200806262130 METAR VABB NIL=
2008-06-14,200806262100 METAR VABB NIL=
2008-06-14,200806262040 METAR VABB 262040Z 22003KT 3000 HZ SCT015 BKN100 27/26 Q1004 NOSIG=
2008-06-14,200806262030 METAR VABB NIL=
2008-06-14,200806261940 METAR VABB 261940Z 24008KT 3000 HZ FEW012 SCT015 BKN100 27/25 Q1004 NOSIG=
2008-06-14,200806261930 METAR VABB NIL=
2008-06-14,200806261840 METAR VABB 261840Z 00000KT 3000 HZ SCT015 BKN100 27/26 Q1005 NOSIG=
2008-06-14,200806261740 METAR VABB 261740Z 00000KT 3000 HZ SCT015 BKN100 28/26 Q1005 NOSIG=
2008-06-14,200806261640 METAR VABB 261640Z 00000KT 3000 HZ SCT015 BKN100 27/25 Q1005 NOSIG=
2008-06-14,200806261540 METAR VABB 261540Z 30003KT 3000 -RA SCT015 BKN100 27/25 Q1005 NOSIG=
2008-06-14,200806261440 METAR VABB 261440Z 26004KT 3000 HZ BKN015 FEW025TCU BKN100 29/24 Q1004 TEMPO 1500 SHRA=
2008-06-14,200806261400 METAR VABB NIL=
2008-06-14,200806261340 METAR VABB 261340Z 24011KT 3000 HZ BKN015 FEW025TCU BKN100 28/24 Q1004 TEMPO 1500 SHRA=
2008-06-14,200806261300 METAR VABB NIL=
2008-06-14,200806261240 METAR VABB 261240Z 25010KT 3000 HZ BKN015 FEW025TCU BKN100 29/25 Q1003 TEMPO 1500 SHRA=
2008-06-14,200806261230 METAR VABB NIL=
2008-06-14,200806261140 METAR VABB 261140Z 24007G17KT 3000 HZ BKN015 FEW030CB BKN100 30/25 Q1003 TEMPO VIS 1500 SHRA RMK CB TO NE TOP 6KM=
2008-06-14,200806260940 METAR VABB 260940Z 26009G19KT 4000 HZ BKN015 FEW030CB BKN100 30/25 Q1003 NOSIG=
2008-06-14,200806260840 METAR VABB 260840Z 26014KT 4000 HZ BKN015 FEW025TCU BKN100 30/25 Q1004 NOSIG=
2008-06-14,200806260800 METAR VABB NIL=
2008-06-14,200806260740 METAR VABB 260740Z 24013KT 192V268 2200 R09/P2000N R27/P2000N R14/P2000N // FEW023 BKN110 BKN190 30/25 Q1004 RMK TEST MSG PLS IGNORE=
2008-06-14,200806260640 METAR VABB 260640Z 25009KT 4000 HZ BKN015 FEW025TCU BKN100 30/25 Q1005 NOSIG=
2008-06-14,200806260540 METAR VABB 260540Z 26011KT 3500 HZ BKN015 FEW025TCU BKN100 30/26 Q1006 NOSIG=
2008-06-14,200806260530 METAR VABB NIL=
2008-06-14,200806260500 METAR VABB NIL=
2008-06-14,200806260440 METAR VABB 260440Z 25010KT 3500 HZ SCT015 FEW025TCU BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806260340 METAR VABB 260340Z 24007KT 3500 HZ SCT015 FEW025TCU BKN090 29/26 Q1006 NOSIG=
2008-06-14,200806260330 METAR VABB NIL=
2008-06-14,200806260240 METAR VABB 260240Z 21007KT 3000 HZ SCT015 FEW030CB BKN090 27/26 Q1005 TEMPO 1500 RA=
2008-06-14,200806260140 METAR VABB 260140Z 26008KT 3000 -DZ FEW010 SCT015 FEW030CB BKN090 27/26 Q1005 TEMPO 1500 RA=
2008-06-14,200806260000 METAR VABB NIL=
2008-06-14,200806252240 METAR VABB 252240Z 24009KT 3000 HZ SCT015 FEW025TCU SCT090 26/24 Q1004 NOSIG=
2008-06-14,200806252200 METAR VABB NIL=
2008-06-14,200806252140 METAR VABB 252140Z 26007KT 3000 HZ SCT015 FEW025TCU SCT090 28/26 Q1004 NOSIG=
2008-06-14,200806252100 METAR VABB NIL=
2008-06-14,200806252040 METAR VABB 252040Z 25005KT 3000 HZ SCT015 SCT025 28/26 Q1005 NOSIG=
2008-06-14,200806252000 METAR VABB NIL=
2008-06-14,200806251940 METAR VABB 251940Z 25009KT 3000 HZ SCT015 SCT025 BKN090 28/26 Q1006 NOSIG=
2008-06-14,200806251930 METAR VABB NIL=
2008-06-14,200806251900 METAR VABB NIL=
2008-06-14,200806251840 METAR VABB 251840Z 25006KT 3000 -DZ SCT015 SCT025 BKN090 27/26 Q1006 TEMPO 1500 SHRA=
2008-06-14,200806251830 METAR VABB NIL=
2008-06-14,200806251800 METAR VABB NIL=
2008-06-14,200806251730 METAR VABB NIL=
2008-06-14,200806251640 METAR VABB 251640Z 25006KT 4000 HZ FEW015 SCT025 28/26 Q1006 NOSIG=
2008-06-14,200806251540 METAR VABB 251540Z 25009KT 4000 HZ FEW015 SCT025 28/26 Q1005 NOSIG=
2008-06-14,200806251440 METAR VABB 251440Z 26011KT 4000 HZ SCT015 FEW025TCU BKN100 29/25 Q1005 NOSIG=
2008-06-14,200806251400 METAR VABB NIL=
2008-06-14,200806251340 METAR VABB 251340Z 26012KT 4000 HZ SCT015 FEW025TCU BKN100 29/25 Q1004 NOSIG=
2008-06-14,200806251300 METAR VABB NIL=
2008-06-14,200806251240 METAR VABB 251240Z 26010KT 4000 HZ FEW025TCU BKN100 29/25 Q1004 NOSIG=
2008-06-14,200806251140 METAR VABB 251140Z 26011KT 4000 HZ FEW010 SCT025 BKN080 30/25 Q1004 NOSIG=
2008-06-14,200806251040 METAR VABB 251040Z 26010KT 4000 HZ FEW010 SCT015 FEW025TCU OVC080 30/26 Q1004 TEMPO 1500 SHRA=
2008-06-14,200806250940 METAR VABB 250940Z 26011KT 3000 HZ SCT010 SCT015 FEW025TCU OVC080 30/26 Q1004 TEMPO 1500 RA=
2008-06-14,200806250930 METAR VABB NIL=
2008-06-14,200806250530 METAR VABB NIL=
2008-06-14,200806250440 METAR VABB 250440Z 15007KT 2500 HZ SCT018 FEW030CB OVC080 25/25 Q1006 NOSIG=
2008-06-14,200806250340 METAR VABB 250340Z 19010G20KT 0800 R27/1100 RA SCT008 BKN015 FEW030CB OVC080 25/24 Q1006 TEMPO 0500 +SHRA=
2008-06-14,200806250140 METAR VABB 250140Z 23006KT 3000 RA BKN015 FEW025TCU OVC080 28/25 Q1005 TEMPO 1500 SHRA=
2008-06-14,200806250100 METAR VABB NIL=
2008-06-14,200806250040 METAR VABB 250040Z 24008KT 4000 HZ FEW018 FEW025TCU SCT100 28/25 Q1004 NOSIG=
2008-06-14,200806242340 METAR VABB 242340Z 25010KT 4000 HZ FEW018 SCT100 28/25 Q1003 NOSIG=
2008-06-14,200806242240 METAR VABB 242240Z 27010KT 4000 HZ FEW018 SCT100 28/25 Q1003 NOSIG=
2008-06-14,200806242140 METAR VABB 242140Z 26010KT 4000 HZ FEW018 SCT100 29/25 Q1004 NOSIG=
2008-06-14,200806242040 METAR VABB 242040Z 26010KT 4000 HZ FEW018 SCT100 29/25 Q1004 NOSIG=
2008-06-14,200806241940 METAR VABB 241940Z 26009KT 4000 HZ FEW018 SCT100 29/26 Q1004 NOSIG=
2008-06-14,200806241840 METAR VABB 241840Z 21007KT 4000 HZ FEW018 SCT100 28/25 Q1005 NOSIG=
2008-06-14,200806241740 METAR VABB 241740Z 26010KT 4000 HZ FEW018 SCT100 28/25 Q1005 NOSIG=
2008-06-14,200806241640 METAR VABB 241640Z 25010KT 4000 HZ FEW018 FEW025TCU SCT100 29/26 Q1005 NOSIG=
2008-06-14,200806241600 METAR VABB NIL=
2008-06-14,200806241540 METAR VABB 241540Z 23008KT 4000 HZ FEW018 FEW025TCU SCT100 29/25 Q1005 NOSIG=
2008-06-14,200806241530 METAR VABB NIL=
2008-06-14,200806241440 METAR VABB 241440Z 26010KT 4000 HZ SCT015 FEW025TCU BKN100 29/25 Q1004 NOSIG=
2008-06-14,200806241430 METAR VABB NIL=
2008-06-14,200806241400 METAR VABB NIL=
2008-06-14,200806241340 METAR VABB 241340Z 26009KT 3000 HZ SCT018 BKN100 29/26 Q1004 NOSIG=
2008-06-14,200806241300 METAR VABB NIL=
2008-06-14,200806241240 METAR VABB 241240Z 25011KT 3000 HZ FEW010 SCT018 BKN100 29/26 Q1003 NOSIG=
2008-06-14,200806241040 METAR VABB 241040Z 26010KT 4000 HZ FEW010 SCT018 FEW025TCU BKN100 30/26 Q1003 TEMPO 3000 SHRA=
2008-06-14,200806240840 METAR VABB 240840Z 27012KT 4000 HZ FEW018 SCT025 BKN100 31/24 Q1004 NOSIG=
2008-06-14,200806240740 METAR VABB 240740Z 26014KT 4000 HZ FEW018 BKN100 30/25 Q1005 NOSIG=
2008-06-14,200806240700 METAR VABB NIL=
2008-06-14,200806240640 METAR VABB 240640Z 26015KT 4000 HZ FEW018 BKN100 30/25 Q1005 NOSIG=
2008-06-14,200806240540 METAR VABB 240540Z 26014G24KT 4000 HZ SCT018 SCT100 30/25 Q1006 NOSIG=
2008-06-14,200806240530 METAR VABB NIL=
2008-06-14,200806240440 METAR VABB 240440Z 26011G21KT 4000 HZ SCT018 SCT100 30/25 Q1006 NOSIG=
2008-06-14,200806240340 METAR VABB 240340Z 28010KT 4000 HZ SCT018 SCT100 30/25 Q1006 NOSIG=
2008-06-14,200806240300 METAR VABB NIL=
2008-06-14,200806240240 METAR VABB 240240Z 26014KT 4000 HZ SCT018 SCT100 29/25 Q1006 NOSIG=
2008-06-14,200806240140 METAR VABB 240140Z 26012KT 4000 HZ SCT018 SCT100 29/25 Q1005 NOSIG=
2008-06-14,200806240040 METAR VABB 240040Z 25011KT 4000 HZ SCT018 SCT100 29/25 Q1004 NOSIG=
2008-06-14,200806232340 METAR VABB 232340Z 26011KT 4000 HZ SCT018 FEW025TCU SCT100 29/25 Q1004 NOSIG=
2008-06-14,200806232240 METAR VABB 232240Z 26010KT 4000 HZ SCT018 FEW025TCU SCT100 29/25 Q1004 NOSIG=
2008-06-14,200806232230 METAR VABB NIL=
2008-06-14,200806232200 METAR VABB NIL=
2008-06-14,200806232140 METAR VABB 232140Z 26008KT 4000 HZ SCT020 FEW025TCU SCT100 28/25 Q1005 NOSIG=
2008-06-14,200806232040 METAR VABB 232040Z 26009KT 4000 HZ SCT020 FEW025TCU BKN100 29/25 Q1005 NOSIG=
2008-06-14,200806232030 METAR VABB NIL=
2008-06-14,200806231940 METAR VABB 231940Z 26010KT 4000 HZ SCT020 FEW025TCU BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806231930 METAR VABB NIL=
2008-06-14,200806231900 METAR VABB NIL=
2008-06-14,200806231840 METAR VABB 231840Z 25009KT 4000 HZ SCT020 FEW025TCU BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806231740 METAR VABB 231740Z 24010KT 4000 HZ SCT020 BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806231640 METAR VABB 231640Z 26010KT 4000 HZ SCT020 BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806231540 METAR VABB 231540Z 25010KT 4000 HZ SCT020 FEW025TCU BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806231440 METAR VABB 231440Z 23012KT 4000 HZ SCT020 FEW025TCU SCT100 29/25 Q1005 NOSIG=
2008-06-14,200806231430 METAR VABB NIL=
2008-06-14,200806231400 METAR VABB NIL=
2008-06-14,200806231340 METAR VABB 231340Z 26010KT 4000 HZ SCT018 FEW025TCU SCT100 29/25 Q1005 NOSIG=
2008-06-14,200806231300 METAR VABB NIL=
2008-06-14,200806231240 METAR VABB 231240Z 26012KT 5000 HZ SCT018 FEW025TCU BKN100 30/25 Q1004 NOSIG=
2008-06-14,200806231200 METAR VABB NIL=
2008-06-14,200806231140 METAR VABB 231140Z 23014KT 5000 HZ SCT018 FEW025TCU BKN100 30/24 Q1005 NOSIG=
2008-06-14,200806231040 METAR VABB 231040Z 27013KT 5000 HZ SCT018 FEW025TCU SCT100 31/25 Q1005 NOSIG=
2008-06-14,200806230940 METAR VABB 230940Z 26013KT 5000 HZ SCT018 SCT100 31/25 Q1005 NOSIG=
2008-06-14,200806230840 METAR VABB 230840Z 26010G20KT 5000 HZ SCT018 SCT100 32/25 Q1006 NOSIG=
2008-06-14,200806230740 METAR VABB 230740Z 26009G19KT 5000 HZ FEW018 SCT100 31/25 Q1006 NOSIG=
2008-06-14,200806230730 METAR VABB NIL=
2008-06-14,200806230640 METAR VABB 230640Z 26014KT 5000 HZ FEW018 SCT100 30/25 Q1007 NOSIG=
2008-06-14,200806230600 METAR VABB NIL=
2008-06-14,200806230540 METAR VABB 230540Z 26014KT 5000 HZ FEW018 SCT100 30/25 Q1007 NOSIG=
2008-06-14,200806230530 METAR VABB NIL=
2008-06-14,200806230340 METAR VABB 230340Z 26008G18KT 4000 HZ FEW018 SCT100 30/25 Q1007 NOSIG=
2008-06-14,200806230240 METAR VABB 230240Z 26009KT 4000 HZ FEW018 BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806230140 METAR VABB 230140Z 25007KT 4000 HZ FEW018 SCT100 29/25 Q1006 NOSIG=
2008-06-14,200806230040 METAR VABB 230040Z 25008KT 4000 HZ SCT018 SCT100 28/25 Q1005 NOSIG=
2008-06-14,200806222340 METAR VABB 222340Z 26008KT 4000 HZ SCT018 SCT100 28/25 Q1005 NOSIG=
2008-06-14,200806222240 METAR VABB 222240Z 26009KT 4000 HZ SCT018 SCT100 28/25 Q1005 NOSIG=
2008-06-14,200806222200 METAR VABB NIL=
2008-06-14,200806222140 METAR VABB 222140Z 26008KT 4000 HZ SCT018 SCT100 29/25 Q1005 NOSIG=
2008-06-14,200806222040 METAR VABB 222040Z 25009KT 4000 HZ SCT018 SCT100 29/25 Q1005 NOSIG=
2008-06-14,200806222000 METAR VABB NIL=
2008-06-14,200806221940 METAR VABB 221940Z 25011KT 4000 HZ SCT012 SCT018 29/25 Q1006 NOSIG=
2008-06-14,200806221930 METAR VABB NIL=
2008-06-14,200806221840 METAR VABB 221840Z 27011KT 4000 HZ SCT020 SCT100 28/25 Q1007 NOSIG=
2008-06-14,200806221740 METAR VABB 221740Z 25009KT 4000 HZ FEW020 SCT100 29/25 Q1007 NOSIG=
2008-06-14,200806221730 METAR VABB NIL=
2008-06-14,200806221640 METAR VABB 221640Z 26009KT 4000 HZ FEW018 SCT100 29/25 Q1006 NOSIG=
2008-06-14,200806221630 METAR VABB NIL=
2008-06-14,200806221540 METAR VABB 221540Z 26011KT 4000 HZ FEW018 BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806221530 METAR VABB NIL=
2008-06-14,200806221440 METAR VABB 221440Z 26010KT 4000 HZ SCT018 BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806221430 METAR VABB NIL=
2008-06-14,200806221340 METAR VABB 221340Z 26009KT 5000 HZ SCT018 BKN100 29/25 Q1005 NOSIG=
2008-06-14,200806221240 METAR VABB 221240Z 26009KT 5000 HZ SCT018 BKN100 30/26 Q1005 NOSIG=
2008-06-14,200806221200 METAR VABB NIL=
2008-06-14,200806221140 METAR VABB 221140Z 26007G17KT 5000 HZ SCT018 BKN100 29/25 Q1005 NOSIG=
2008-06-14,200806221130 METAR VABB NIL=
2008-06-14,200806221000 METAR VABB NIL=
2008-06-14,200806220940 METAR VABB 220940Z 26008G18KT 4000 HZ SCT018 BKN100 31/25 Q1006 NOSIG=
2008-06-14,200806220900 METAR VABB NIL=
2008-06-14,200806220840 METAR VABB 220840Z 26013KT 4000 HZ SCT018 FEW025TCU BKN100 30/25 Q1006 NOSIG=
2008-06-14,200806220800 METAR VABB NIL=
2008-06-14,200806220740 METAR VABB 220740Z 26012KT 4000 HZ SCT018 FEW025TCU BKN100 30/25 Q1007 NOSIG=
2008-06-14,200806220640 METAR VABB 220640Z 26012KT 4000 HZ SCT018 FEW025TCU BKN100 30/25 Q1007 NOSIG=
2008-06-14,200806220600 METAR VABB NIL=
2008-06-14,200806220540 METAR VABB 220540Z 26010KT 4000 HZ SCT018 FEW025TCU BKN100 30/25 Q1008 NOSIG=
2008-06-14,200806220500 METAR VABB NIL=
2008-06-14,200806220440 METAR VABB 220440Z 25010KT 4000 HZ SCT018 FEW025TCU BKN100 30/25 Q1008 NOSIG=
2008-06-14,200806220340 METAR VABB 220340Z 26012KT 3000 VCSH SCT018 FEW025TCU BKN100 30/25 Q1007 NOSIG=
2008-06-14,200806220240 METAR VABB 220240Z 26010KT 4000 HZ FEW012 SCT015 BKN100 29/25 Q1007 NOSIG=
2008-06-14,200806220140 METAR VABB 220140Z 26011KT 4000 HZ FEW012 SCT015 BKN100 29/25 Q1006 TEMPO 3000 SHRA=
2008-06-14,200806220040 METAR VABB 220040Z 26010KT 4000 HZ SCT018 BKN100 29/25 Q1005 NOSIG=
2008-06-14,200806220030 METAR VABB NIL=
2008-06-14,200806212340 METAR VABB 212340Z 26011KT 4000 HZ SCT018 BKN100 29/25 Q1005 NOSIG=
2008-06-14,200806212240 METAR VABB 212240Z 26011KT 4000 HZ SCT018 BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806212200 METAR VABB NIL=
2008-06-14,200806212140 METAR VABB 212140Z 26011KT 4000 HZ SCT018 BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806212100 METAR VABB NIL=
2008-06-14,200806212040 METAR VABB 212040Z 25010KT 4000 HZ SCT018 BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806212000 METAR VABB NIL=
2008-06-14,200806211940 METAR VABB 211940Z 25012KT 4000 -DZ SCT018 BKN100 29/25 Q1007 NOSIG=
2008-06-14,200806211840 METAR VABB 211840Z 26009KT 4000 HZ SCT018 BKN100 29/25 Q1007 NOSIG=
2008-06-14,200806211740 METAR VABB 211740Z 24011KT 4000 HZ SCT018 SCT100 29/25 Q1007 NOSIG=
2008-06-14,200806211640 METAR VABB 211640Z 26010KT 4000 HZ SCT018 SCT100 29/25 Q1007 NOSIG=
2008-06-14,200806211540 METAR VABB 211540Z 26006KT 4000 HZ SCT018 SCT100 BKN250 29/25 Q1007 NOSIG=
2008-06-14,200806211440 METAR VABB 211440Z 25007KT 4000 HZ FEW018 SCT100 BKN200 29/25 Q1007 NOSIG=
2008-06-14,200806211340 METAR VABB 211340Z 26011KT 5000 HZ FEW018 BKN100 BKN200 30/24 Q1006 NOSIG=
2008-06-14,200806211240 METAR VABB 211240Z 26013KT 5000 HZ SCT018 FEW025TCU BKN100 30/24 Q1006 NOSIG=
2008-06-14,200806211200 METAR VABB NIL=
2008-06-14,200806211140 METAR VABB 211140Z 26014KT 5000 HZ SCT018 FEW025TCU BKN100 30/25 Q1006 NOSIG=
2008-06-14,200806211040 METAR VABB 211040Z 26014KT 5000 HZ SCT018 FEW025TCU BKN100 31/25 Q1006 NOSIG=
2008-06-14,200806210940 METAR VABB 210940Z 26016KT 4000 HZ SCT018 FEW025TCU BKN100 31/26 Q1006 NOSIG=
2008-06-14,200806210840 METAR VABB 210840Z 26015KT 4000 HZ SCT018 FEW025TCU BKN100 31/25 Q1007 NOSIG=
2008-06-14,200806210800 METAR VABB NIL=
2008-06-14,200806210740 METAR VABB 210740Z 26013KT 4000 HZ SCT018 FEW025TCU BKN100 30/26 Q1007 NOSIG=
2008-06-14,200806210730 METAR VABB NIL=
2008-06-14,200806210640 METAR VABB 210640Z 25012KT 4000 HZ SCT018 FEW025TCU BKN100 30/25 Q1008 NOSIG=
2008-06-14,200806210630 METAR VABB NIL=
2008-06-14,200806210540 METAR VABB 210540Z 25008G18KT 4000 HZ SCT018 FEW025TCU BKN100 31/25 Q1008 NOSIG=
2008-06-14,200806210530 METAR VABB NIL=
2008-06-14,200806210440 METAR VABB 210440Z 24008G18KT 4000 HZ FEW010 SCT018 FEW025TCU BKN100 30/25 Q1008 NOSIG=
2008-06-14,200806210340 METAR VABB 210340Z 25012KT 4000 HZ SCT015 FEW025TCU BKN100 29/25 Q1008 NOSIG=
2008-06-14,200806210330 METAR VABB NIL=
2008-06-14,200806210300 METAR VABB NIL=
2008-06-14,200806210240 METAR VABB 210240Z 25011KT 4000 HZ FEW012 SCT018 BKN100 29/25 Q1007 NOSIG=
2008-06-14,200806210200 METAR VABB NIL=
2008-06-14,200806210140 METAR VABB 210140Z 25008KT 4000 HZ SCT018 SCT100 29/25 Q1007 NOSIG=
2008-06-14,200806210100 METAR VABB NIL=
2008-06-14,200806210040 METAR VABB 210040Z 26008KT 4000 HZ SCT018 BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806202340 METAR VABB 202340Z 25009KT 4000 HZ SCT018 BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806202240 METAR VABB 202240Z 25007KT 4000 HZ SCT018 BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806202140 METAR VABB 202140Z 25009KT 4000 HZ SCT018 SCT100 29/25 Q1006 NOSIG=
2008-06-14,200806202130 METAR VABB NIL=
2008-06-14,200806202040 METAR VABB 202040Z 23010KT 4000 HZ FEW020 SCT100 29/25 Q1007 NOSIG=
2008-06-14,200806202030 METAR VABB NIL=
2008-06-14,200806201940 METAR VABB 201940Z 25011KT 4000 HZ SCT020 29/25 Q1007 NOSIG=
2008-06-14,200806201840 METAR VABB 201840Z 25012KT 4000 HZ SCT020 29/25 Q1008 NOSIG=
2008-06-14,200806201800 METAR VABB NIL=
2008-06-14,200806201740 METAR VABB 201740Z 23010KT 4000 HZ BKN100 29/25 Q1008 NOSIG=
2008-06-14,200806201730 METAR VABB NIL=
2008-06-14,200806201700 METAR VABB NIL=
2008-06-14,200806201640 METAR VABB 201640Z 24010KT 3500 HZ BKN100 29/25 Q1008 NOSIG=
2008-06-14,200806201630 METAR VABB NIL=
2008-06-14,200806201540 METAR VABB 201540Z 24009KT 3500 HZ FEW020 SCT100 29/25 Q1007 NOSIG=
2008-06-14,200806201440 METAR VABB 201440Z 25009KT 3500 HZ SCT018 BKN100 29/25 Q1007 NOSIG=
2008-06-14,200806201430 METAR VABB NIL=
2008-06-14,200806201340 METAR VABB 201340Z 24011KT 3500 HZ FEW018 BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806201330 METAR VABB NIL=
2008-06-14,200806201240 METAR VABB 201240Z 25012G22KT 4000 HZ SCT018 FEW025TCU BKN100 30/25 Q1006 NOSIG=
2008-06-14,200806201230 METAR VABB NIL=
2008-06-14,200806201200 METAR VABB NIL=
2008-06-14,200806201140 METAR VABB 201140Z 26013G23KT 5000 HZ FEW012 SCT018 FEW030CB BKN100 30/25 Q1006 TEMPO 3000 SHRA=
2008-06-14,200806201040 METAR VABB 201040Z 25013G23KT 5000 HZ SCT018 FEW030CB BKN090 31/25 Q1006 NOSIG=
2008-06-14,200806201030 METAR VABB NIL=
2008-06-14,200806200840 METAR VABB 200840Z 25017G27KT 4000 HZ SCT018 FEW025TCU BKN100 30/25 Q1007 NOSIG=
2008-06-14,200806200740 METAR VABB 200740Z 24010G20KT 3000 HZ SCT018 FEW025TCU BKN100 30/25 Q1007 NOSIG=
2008-06-14,200806200640 METAR VABB 200640Z 24012KT 3000 HZ SCT018 FEW025TCU BKN100 30/26 Q1007 NOSIG=
2008-06-14,200806200530 METAR VABB NIL=
2008-06-14,200806200340 METAR VABB 200340Z 25014KT 4000 HZ SCT018 FEW025TCU BKN100 30/25 Q1007 TEMPO 3000 -SHRA=
2008-06-14,200806200300 METAR VABB NIL=
2008-06-14,200806200240 METAR VABB 200240Z 22012KT 4000 HZ SCT018 BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806200200 METAR VABB NIL=
2008-06-14,200806200140 METAR VABB 200140Z 25008KT 4000 HZ SCT018 BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806200130 METAR VABB NIL=
2008-06-14,200806200040 METAR VABB 200040Z 24007KT 4000 HZ SCT018 FEW025TCU BKN100 29/25 Q1005 NOSIG=
2008-06-14,200806200030 METAR VABB NIL=
2008-06-14,200806192340 METAR VABB 192340Z 26011KT 4000 HZ SCT018 FEW025TCU BKN100 29/25 Q1004 NOSIG=
2008-06-14,200806192330 METAR VABB NIL=
2008-06-14,200806192240 METAR VABB 192240Z 26012KT 3500 HZ SCT018 FEW025TCU SCT100 29/25 Q1004 NOSIG=
2008-06-14,200806192230 METAR VABB NIL=
2008-06-14,200806192200 METAR VABB NIL=
2008-06-14,200806192140 METAR VABB 192140Z 25011KT 3500 HZ SCT018 FEW025TCU BKN100 29/26 Q1004 NOSIG=
2008-06-14,200806192040 METAR VABB 192040Z 24007G17KT 3500 HZ FEW018 SCT025 BKN100 29/26 Q1004 NOSIG=
2008-06-14,200806191940 METAR VABB 191940Z 24011KT 3500 HZ FEW018 SCT025 BKN100 29/26 Q1005 NOSIG=
2008-06-14,200806191840 METAR VABB 191840Z 22010KT 3500 HZ FEW018 SCT025 BKN100 29/26 Q1005 NOSIG=
2008-06-14,200806191740 METAR VABB 191740Z 23010KT 3500 HZ FEW018 SCT025 BKN100 29/25 Q1005 NOSIG=
2008-06-14,200806191640 METAR VABB 191640Z 24012KT 3500 HZ FEW018 SCT025 BKN100 29/25 Q1006 NOSIG=
2008-06-14,200806191540 METAR VABB 191540Z 23009KT 3500 HZ FEW018 SCT025 BKN100 29/25 Q1005 NOSIG=
2008-06-14,200806191440 METAR VABB 191440Z 25011KT 3500 HZ FEW018 SCT025 29/25 Q1005 NOSIG=
2008-06-14,200806191400 METAR VABB NIL=
2008-06-14,200806191340 METAR VABB 191340Z 23013KT 3500 HZ FEW018 SCT025 29/25 Q1004 NOSIG=
2008-06-14,200806191240 METAR VABB 191240Z 22011KT 3500 HZ SCT018 SCT025 BKN100 30/25 Q1004 NOSIG=
2008-06-14,200806191100 METAR VABB NIL=
2008-06-14,200806191040 METAR VABB 191040Z 25010G20KT 5000 HZ FEW018 SCT025 BKN100 31/25 Q1004 NOSIG=
2008-06-14,200806190940 METAR VABB 190940Z 23012G22KT 5000 HZ SCT018 BKN100 31/25 Q1005 NOSIG=
2008-06-14,200806190840 METAR VABB 190840Z 23015G25KT 5000 HZ SCT015 BKN100 31/25 Q1005 NOSIG=
2008-06-14,200806190800 METAR VABB NIL=
2008-06-14,200806190740 METAR VABB 190740Z 24016G26KT 5000 HZ SCT015 BKN100 31/25 Q1005 NOSIG=
2008-06-14,200806190640 METAR VABB 190640Z 25014KT 4000 HZ SCT018 BKN090 31/25 Q1006 NOSIG=
2008-06-14,200806190540 METAR VABB 190540Z 26014KT 4000 HZ SCT018 BKN090 30/25 Q1006 NOSIG=
2008-06-14,200806190440 METAR VABB 190440Z 24016KT 4000 HZ SCT018 BKN090 30/25 Q1006 NOSIG=
2008-06-14,200806190400 METAR VABB NIL=
2008-06-14,200806190340 METAR VABB 190340Z 25013KT 4000 HZ SCT018 BKN090 30/25 Q1005 NOSIG=
2008-06-14,200806190240 METAR VABB 190240Z 23014KT 4000 HZ SCT015 BKN080 29/25 Q1005 NOSIG=
2008-06-14,200806190230 METAR VABB NIL=
2008-06-14,200806190140 METAR VABB 190140Z 25011KT 4000 HZ SCT015 BKN080 29/25 Q1004 NOSIG=
2008-06-14,200806190130 METAR VABB NIL=
2008-06-14,200806190040 METAR VABB 190040Z 24011KT 4000 HZ SCT015 BKN100 29/25 Q1004 NOSIG=
2008-06-14,200806190000 METAR VABB NIL=
2008-06-14,200806182340 METAR VABB 182340Z 27009KT 4000 HZ SCT015 BKN100 29/25 Q1003 NOSIG=
2008-06-14,200806182330 METAR VABB NIL=
2008-06-14,200806182300 METAR VABB NIL=
2008-06-14,200806182240 METAR VABB 182240Z 30010KT 4000 HZ SCT015 BKN100 29/25 Q1003 NOSIG=
